, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
2743,1398798226155.0,,[u'Lower Primary'],Audio/Music/Book,,[u'cb443b5a3e33e9dafe40cb6bc9eff63e'],,"{u'gulliverstravels_children_06_lang_64kb.mp3': {u'stub': True, u'length': 6787328, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-6pNS9lwjtZi133dEAFFLng=='}}",a4cd01e01fbeff8e15f2de1592195e5c,7-79d89878b1e9ef3740e8d0d232678e74,admin,2014-04-29T04:00:00.000Z,,Swift,,,,,,,,Resource,eng,,,,,,MP3,,,,[u'Literature'],0.0,,Gulliver's Travels (06),,,2014-04-29T04:00:00.000Z,
2744,1398798284589.0,,[u'Lower Primary'],Audio/Music/Book,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'01e0dd79c13b3f781de91b3f1e4019da']",,"{u'gulliverstravels_children_07_lang_64kb.mp3': {u'stub': True, u'length': 5663220, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-J7NumC1ufQnYXuDLimgRgg=='}}",a4cd01e01fbeff8e15f2de1592223ab1,9-44f057e19d1add285f2324bc36d5cf50,admin,2014-04-29T04:00:00.000Z,,Swift,,,,,,,,Resource,eng,,,,,,MP3,,,,[u'Literature'],0.0,,Gulliver's Travels (07),,,2014-04-29T04:00:00.000Z,
2745,1398798327584.0,,[u'Lower Primary'],Audio/Music/Book,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'01e0dd79c13b3f781de91b3f1e4019da']",,"{u'gulliverstravels_children_08_lang_64kb.mp3': {u'stub': True, u'length': 5841465, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-3A/0wTI7U3Kpgk4q8/3M6A=='}}",a4cd01e01fbeff8e15f2de159227f9bb,10-07a82d021d7132297a2bed7e3d46560e,admin,2014-04-29T04:00:00.000Z,,Swift,,,,,,,,Resource,eng,,,,,,MP3,,,,[u'Literature'],0.0,,Gulliver's Travels (08),,,2014-04-29T04:00:00.000Z,
2746,1398798375883.0,,[u'Lower Primary'],Audio/Music/Book,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'01e0dd79c13b3f781de91b3f1e4019da']",,"{u'gulliverstravels_children_09_lang_64kb.mp3': {u'stub': True, u'length': 7301826, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-nJ51DPb2jhxMIQMRMgbbxA=='}}",a4cd01e01fbeff8e15f2de15922dad80,9-0fb4f2ccd478abec4f58edd43883d807,admin,2014-04-29T04:00:00.000Z,,Swift,,,,,,,,Resource,eng,,,,,,MP3,,,,[u'Literature'],0.0,,Gulliver's Travels (09),,,2014-04-29T04:00:00.000Z,
2747,1398798431027.0,,[u'Lower Primary'],Audio/Music/Book,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'01e0dd79c13b3f781de91b3f1e4019da']",,"{u'gulliverstravels_children_10_lang_64kb.mp3': {u'stub': True, u'length': 5442952, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-kXRGYbRoD3R2lVmz5gCquA=='}}",a4cd01e01fbeff8e15f2de159231740a,7-5ffb36269b2e4f005010a1eef3aa05f0,admin,2014-04-29T04:00:00.000Z,,Swift,,,,,,,,Resource,eng,,,,,,MP3,,,,[u'Literature'],0.0,,Gulliver's Travels (10),,,2014-04-29T04:00:00.000Z,
2748,1398800330209.0,,[u'Lower Primary'],Video,,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'cc11a4c42d45448a3448193899741506']",,"{u'The Little Prince - Chapter 20-21.mp4': {u'stub': True, u'length': 78024664, u'content_type': u'video/mp4', u'revpos': 0, u'digest': u'md5-QaY4iAIf2AVXG0zhzcMihQ=='}}",a4cd01e01fbeff8e15f2de1592fd437e,7-8f62ffaea885b8ff870d4f2de9df266b,admin,2014-04-29T04:00:00.000Z,,Antoine de Saint-Exupéry,,,,,,,,Resource,eng,,,,,,Flow Video Player,,,,[u'Literature'],0.0,,The Little Prince (chapters 20-21),,,2014-04-29T04:00:00.000Z,
2749,1400527248368.0,,[u'Professional'],Text,Unicef / WHO,"[u'2cb04e36e7836460c98d481f7e432192', u'cc11a4c42d45448a34481938996f4418', u'845ca5617e959d8a09839f5ccaf6b4a9', u'41d96d20b4c87ffd1545b6d4570260d0']",2009,"{u'Diarrhoea- Why children are still dying and what can be done.pdf': {u'stub': True, u'length': 3180790, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-eepjbHHsItIYT2vbeqHAyg=='}}",a54914b66c2e92df8d7410e943b4f5d2,7-b0c02d5e8d9ec3f3b9788a5442220c3c,admin,2014-05-19T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Agriculture'],0.0,,Diarrhoea: Why children are still dying and what can be done,,nation,2014-05-19T04:00:00.000Z,
2750,1400527703330.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'845ca5617e959d8a09839f5ccaf6a69b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'845ca5617e959d8a09839f5ccaf6b4a9', u'5d3f8fd450d2b61ba5fa4a651a099fa4', u'2cb04e36e7836460c98d481f7e77842e', u'2cb04e36e7836460c98d481f7e6f271d']",,,a54914b66c2e92df8d7410e943dd2d1f,7-f4d1722e7e0073d33058128d481961e6,admin,2014-05-19T04:00:00.000Z,,CAWST,,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Sanitation Ladder (With Instructions),,,2014-05-19T04:00:00.000Z,
2751,,,[u'Undergraduate'],Text,,"[u'6139f2806e3fe840133b2fbc422ca1e7', u'2cb04e36e7836460c98d481f7e6b142a', u'2cb04e36e7836460c98d481f7e6ba241']",,"{u'foreign-exchange-market-an-introduction.pdf': {u'stub': True, u'length': 3728995, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-nIFijJ7cO/yI8oiNI/h7qw=='}}",a6b72694b7aeac1f0f19ce9a95234d81,5-bb87bc5a97838dca68fbc4e17c8c4852,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Foreign Exchange Market Introduction,,,2014-07-03T04:00:00.000Z,
2752,,,"[u'Upper Secondary', u'Undergraduate']",Text,,"[u'2cb04e36e7836460c98d481f7e6b142a', u'41d96d20b4c87ffd1545b6d45702346b']",,"{u'geoeconomics.pdf': {u'stub': True, u'length': 5192393, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-V1RU9PIGkAsXMhY37acrcQ=='}}",a6b72694b7aeac1f0f19ce9a952e4e52,5-4732b2e0949de113921aceeb56caf332,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Business and Finance', u'Geography']",0.0,0.0,Geoeconomics,,,2014-07-03T04:00:00.000Z,
2753,,,"[u'Upper Secondary', u'Undergraduate']",Text,,[u'2cb04e36e7836460c98d481f7e6b142a'],,"{u'investments-an-introduction.pdf': {u'stub': True, u'length': 5060629, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-3rtINbblpTD1MaN+5QyQfQ=='}}",a6b72694b7aeac1f0f19ce9a95383977,4-d84400a6d689c0ab6eadf27e2ffa3d61,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Investments Introduction,,,2014-07-03T04:00:00.000Z,
2754,,,"[u'Upper Secondary', u'Undergraduate']",Text,,[u'2cb04e36e7836460c98d481f7e6b142a'],,"{u'macroeconimics-uk.pdf': {u'stub': True, u'length': 4083867, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-dSlj+cekcbSEnuuhebrgLQ=='}}",a6b72694b7aeac1f0f19ce9a9542f978,4-63e6c070d11bcc229d0d5c5bb46f4b0b,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Essentials of Macroeconomics,,,2014-07-03T04:00:00.000Z,
2755,,,"[u'Upper Secondary', u'Undergraduate']",Text,,[u'2cb04e36e7836460c98d481f7e6b142a'],,"{u'microeconomics-exercises.pdf': {u'stub': True, u'length': 3346054, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-fOuAIive1up89al6L4LqlQ=='}}",a6b72694b7aeac1f0f19ce9a954e6edc,4-5974256c0bc2001824ede95136aa4fb3,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Essentials of Macroeconomics Exercise Book,,,2014-07-03T04:00:00.000Z,
2756,,,"[u'Upper Secondary', u'Undergraduate']",Text,,[u'2cb04e36e7836460c98d481f7e6b142a'],,"{u'microeconomics-uk.pdf': {u'stub': True, u'length': 3870253, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-3kfKeLHmYrmktecCQW5OMQ=='}}",a6b72694b7aeac1f0f19ce9a955734c9,4-e728f156ad33bb37c6137873082dd5d5,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Essentials of Microeconomics,,,2014-07-03T04:00:00.000Z,
2757,,,[u'Professional'],Video,OLE,[u'bfc73c98f8b60ff39111e51e640078c5'],2014,"{u'Library.mp4': {u'stub': True, u'length': 18255413, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-ITE8MvRhs+5bR4D7F+2iRw=='}}",a6c3926a0e6e2cd02f74866487770a6c,56-62ee0eff1f1b9e911f887c002dec24b0,admin,2014-08-07T04:00:00.000Z,,OLE,,,,,,,,Resource,eng,,,,,,Flow Video Player,,,,[u'Technology'],8.0,2.0,BeLL User Guide 03 - Library,,,2014-08-07T04:00:00.000Z,
2758,,,[u'Professional'],Video,OLE,[u'bfc73c98f8b60ff39111e51e640078c5'],2014,"{u'My Dashboard.mp4': {u'stub': True, u'length': 7985695, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-qFv/yMnw4OGSMFj0yZxv7Q=='}}",a6c3926a0e6e2cd02f748664877a042b,63-2494cdc95af6d38f9a8948ec4a135468,admin,2014-08-07T04:00:00.000Z,,OLE,,,,,,,,Resource,eng,,,,,,Flow Video Player,,,,[u'Technology'],8.0,2.0,BeLL User Guide 02 - Dashboard,,,2014-08-07T04:00:00.000Z,
2759,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d45703504c', u'41d96d20b4c87ffd1545b6d45702290d']",,"{u'Gender Equality in Education - East Asia and Pacific.pdf': {u'stub': True, u'length': 3143327, u'content_type': u'application/pdf', u'revpos': 18, u'digest': u'md5-+lHM/6nZb36GTUVjOazbRw=='}}",a6c8f764f962e2b8b7dd2e605128678b,65-964bf7655eab6f5e200913ac97c6d37e,admin,2014-08-20T04:00:00.000Z,,UNICEF,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Social Sciences'],0.0,0.0,Gender Equality in Education: East Asia & Pacific,,,2014-08-20T04:00:00.000Z,
2760,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,[u'845ca5617e959d8a09839f5cca7935a0'],,"{u'Ten Great Religions.pdf': {u'stub': True, u'length': 1194203, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-Ldj71yTntQDGDDCwkQDXbA=='}}",a88a44ea7cece25aa31e8cda08188a9a,4-7bcce0fe2b64b7a3e43a62e5ea5ff90b,admin,2014-08-27T04:00:00.000Z,,James Freeman Clarke,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Religion'],0.0,0.0,Ten Great Religions,,,2014-08-27T04:00:00.000Z,
2761,,,[u'Upper Secondary'],Text,,[u'0fcf245af7ca2d6d14c9f967bf36e3fc'],,,a88a44ea7cece25aa31e8cda082fe92a,5-f8566213c976e1797a879ab4059c3559,admin,2014-08-27T04:00:00.000Z,,Alexandre Dumas,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,The Three Musketeers,,,2014-08-27T04:00:00.000Z,
2762,,,[u'Undergraduate'],Text,,"[u'41d96d20b4c87ffd1545b6d4570342f3', u'82627fe3f5aa09d25c76b29f289bae20', u'2cb04e36e7836460c98d481f7e76ae44', u'e4ac6c679db7517a6df5a25372002a84']",,"{u'RulesandLaws.pdf': {u'stub': True, u'length': 283853, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-5cL3LLOUXktIAfc6IrEJiQ=='}}",a8e9c15e0a4d22e6e7524ba6f98a235c,17-234de3c5b4ec7e33af68ddb9a70395a7,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Law'],0.0,0.0,Rules and Laws,,,2014-07-02T04:00:00.000Z,
2763,,,[u'Undergraduate'],Text,,"[u'41d96d20b4c87ffd1545b6d4570342f3', u'82627fe3f5aa09d25c76b29f289bae20', u'e4ac6c679db7517a6df5a25372002a84']",,"{u'SocietalDilemmas_FindingABalance.pdf': {u'stub': True, u'length': 368886, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-9r+/gddYU6gQt1bhqpIFaA=='}}",a8e9c15e0a4d22e6e7524ba6f98cfbd9,18-214af72c550f2dad11b50e5371e05639,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Societal Dilemmas - Finding a Balance,,,2014-07-02T04:00:00.000Z,
2764,,,[u'Undergraduate'],Text,,"[u'41d96d20b4c87ffd1545b6d4570342f3', u'82627fe3f5aa09d25c76b29f289bae20', u'e4ac6c679db7517a6df5a25372002a84']",,"{u'SocietalDilemmas_GainsAndLosses.pdf': {u'stub': True, u'length': 397688, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-l0yGXG7YZSZrbQHus4mqUw=='}}",a8e9c15e0a4d22e6e7524ba6f98fa6a6,18-e3f00f18b36f20734ef25b44c4cd65e2,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Societal Dilemmas - Gains and Losses,,,2014-07-02T04:00:00.000Z,
2765,,,"[u'Early Education', u'Lower Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'AlphabetLyrics.pdf': {u'stub': True, u'length': 32781, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-hIfTkS+esBj95JRK4rljbw=='}}",a8e9c15e0a4d22e6e7524ba6f9b198f8,5-653683709d550b7cd1b4293ee0f5b511,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Alphabet Song Words,,,2014-07-02T04:00:00.000Z,
2766,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'BingoAudio.mp3': {u'stub': True, u'length': 2183875, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-O1gUXSr8z9g5qxc4KzpzbA=='}}",a8e9c15e0a4d22e6e7524ba6f9ba977b,4-10ff66213f4c5268502d0ef517b3be47,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Bingo Song Audio,,,2014-07-02T04:00:00.000Z,
2767,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'BingoLyrics.pdf': {u'stub': True, u'length': 36290, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-Xz8KsgSD3zvBir+N+R1sUQ=='}}",a8e9c15e0a4d22e6e7524ba6f9bd2fb2,5-9f3e6d160b8f49f5ea3eea0744edaed2,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Bingo Song Words,,,2014-07-02T04:00:00.000Z,
2768,,,[u'Upper Secondary'],Text,Chimayo Press,"[u'cc11a4c42d45448a3448193899694fb8', u'41d96d20b4c87ffd1545b6d457028e59']",2011,"{u'CompellingConversations-QuestionsAndQuotationsOnTimelessTopics.pdf': {u'stub': True, u'length': 5274441, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-hShKQdXS18fIYPuOBxk7pg=='}}",a8e9c15e0a4d22e6e7524ba6f9ca7d03,6-cc76516afd97c8006ee201f38f19cad5,admin,2014-07-02T04:00:00.000Z,,Eric Roth and Toni Aberson,,,,,,,,Resource,English,www.booksurge.com,0.0,,,,PDF.js,Default,Textbook,,[u'Learning'],0.0,0.0,Compelling Conversations- Questions and Quotations on Timeless Topics,,nation,2014-07-02T04:00:00.000Z,
2769,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'DoodleLyrics.pdf': {u'stub': True, u'length': 19977, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-lBDCz3zsS1tw2gM+ACLqVg=='}}",a8e9c15e0a4d22e6e7524ba6f9d2ab47,5-929f3b181ea2d6352fe1900bb1b7e263,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Yankee Doodle Song Words,,,2014-07-02T04:00:00.000Z,
2770,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'HeadShouldersLyrics.pdf': {u'stub': True, u'length': 18521, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-lAAt7T+iBznkJrxs64+GMw=='}}",a8e9c15e0a4d22e6e7524ba6f9e30431,5-387eb26f78da723f9f8d83226f7c606d,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,The Body Song Words,,,2014-07-02T04:00:00.000Z,
2771,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'HickoryAudio.mp3': {u'stub': True, u'length': 1516813, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-IKJ0vbKzZCtARwUNPKi78w=='}}",a8e9c15e0a4d22e6e7524ba6f9eacd42,4-2539129c17d08b5048d9ff0fb0a057da,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Hickory Dickory Song Audio,,,2014-07-02T04:00:00.000Z,
2772,,,"[u'Upper Primary', u'Lower Secondary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59', u'bfc73c98f8b60ff39111e51e640078c5']",,"{u'ShaggyDogStoriesforAdults.pdf': {u'stub': True, u'length': 228086, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-k93YYiK/DYM/PqgHiYva0g=='}}",a91df426c7fab6adc4ac5893cd19179c,6-a37f34809c49096720a226b350bd6490,admin,2014-07-23T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Languages'],0.0,0.0,Shaggy Dog Stories,,,2014-07-23T04:00:00.000Z,
2773,,,"[u'Upper Primary', u'Lower Secondary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59', u'bfc73c98f8b60ff39111e51e640078c5']",,"{u'WangariMaathai-LessonPlan.pdf': {u'stub': True, u'length': 127896, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-L8TeuZPui1XbCTsisP5y3Q=='}}",a91df426c7fab6adc4ac5893cd253021,6-2f2f3f379d86bfccb0af5bf86373fdd4,admin,2014-07-23T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Languages'],0.0,0.0,Wangari Maathai Lesson Plan,,,2014-07-23T04:00:00.000Z,
2774,1396968765928.0,,[u'All'],Text,,[u'845ca5617e959d8a09839f5ccaf6b4a9'],2014,"{u'SD sanitation coaching.pdf': {u'stub': True, u'length': 21268, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-fZMFHjcN+uCu7lOts3coEg=='}}",ab14eff48b4dcd59b653bf05fa70eee3,5-0646aecbb7a4059d8e0e136533955be8,admin,2014-04-08T04:00:00.000Z,,Shelby Tuck,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Sanitation Coaching,0.0,,2014-04-08T04:00:00.000Z,
2775,1396971304116.0,,[u'Early Education'],Text,Minnesota Humanities Center and Somali Bilingual Book Project,[u'41d96d20b4c87ffd1545b6d4570226ef'],2014,,ab14eff48b4dcd59b653bf05faf1340c,7-36c2eac6564a3cf785696ddb3025e7b7,admin,2014-04-08T04:00:00.000Z,,Kathleen Moriarty / Amin Amir,,,,0.0,,,,Resource,English and Somali,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,,Wiil Waal A Somali Folktale,0.0,,2014-04-08T04:00:00.000Z,
2776,,,[u'Professional'],Text,,[u'3037965c2de9e2915e2ad751cfa31dfc'],2009,"{u'Understanding&ChallengingTBstigma_ToolkitForAction.pdf': {u'stub': True, u'length': 2680112, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-GP/rTGHK8IyQXFuwMjCIvg=='}}",ab1d6f1ed0a36266a3d1dbb6e58d56de,5-d9ae92fed48bc2c873df26a9a48f8919,upekas,2014-07-10T04:00:00.000Z,,"International HIV/AIDS Alliance, Zambart Project & STAMMP ",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,Understanding and challenging TB stigma Toolkit for action,,,2014-07-10T04:00:00.000Z,
2777,,,[u'Upper Primary'],Text,UNESCO,[u'bfc73c98f8b60ff39111e51e640078c5'],2004,"{u'5thGradeHealthStandard_503_MentalDevelopment.pdf': {u'stub': True, u'length': 122555, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-pp00yd8jtIZUIi0szZgMOg=='}}",abc0b2cb8cd83182a54068c90891492d,460-10fcdee3f65ea8b2fcaf2e6bd3185d3a,teacher,2014-07-22T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Agriculture'],0.0,0.0,Mental Development - UNESCO 503,,nation,2014-07-22T04:00:00.000Z,
2778,1401727107535.0,,[u'Lower Primary'],Text,,"[u'2cb04e36e7836460c98d481f7e3fae68', u'2cb04e36e7836460c98d481f7e447158', u'4e63f2e4fa01c6e628567e96a374383d']",,"{u'Maths 1 SA.pdf': {u'stub': True, u'length': 94713890, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-SQCGMEbmuNXYZYX4TMYS+g=='}}",ac0c32044ca4fc8b34c177f8b7caf8f0,5-b5c7b2fb35f85f179c934db6ab0afce8,admin,2014-06-02T04:00:00.000Z,,,,,,,,,,Resource,Somali ,,0.0,,,,PDF.js,,,,[u'Math'],0.0,,Math 1st SA,,,2014-06-02T04:00:00.000Z,
2779,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,[u'41d96d20b4c87ffd1545b6d45702290d'],,,ac33a225996f150c778b42a3c955b8f6,5-93748cf4a88b8fb22cf5dec408c2b116,admin,2014-07-03T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Priority Gender Equality- Module 1,,,2014-07-03T04:00:00.000Z,
2780,,,[u'Upper Secondary'],Text,,"[u'2cb04e36e7836460c98d481f7e498eb2', u'2cb04e36e7836460c98d481f7e497d2f', u'cc11a4c42d45448a3448193899c2725c', u'cc11a4c42d45448a3448193899f4df6c', u'41d96d20b4c87ffd1545b6d45702290d']",,"{u'To Educate a Girl (Grade 9-12).pdf': {u'stub': True, u'length': 1237160, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-042dkV759hLLxuB2RyaR8Q=='}}",acbdd7ae8325d8ff27fed560779f2fd1,28-230d4821402b3e1c9fbb99b3902eca35,admin,2014-08-27T04:00:00.000Z,,UNICEF,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Social Sciences'],0.0,0.0,To Educate a Girl - Lesson Plan (Grade 9-12),,,2014-08-27T04:00:00.000Z,
2781,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,"[u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389961ea30', u'2cb04e36e7836460c98d481f7e402ba2', u'cc11a4c42d45448a34481938996185b3']",,"{u'Linear Algebra Exc 3.pdf': {u'stub': True, u'length': 2316179, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-Xx9tJsFfY5ghv0DV+vrn0g=='}}",ad1f3136db9319eb30b350d95703b3fa,4-8e185295a50dba0943bac6c444cd918b,admin,2014-08-11T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Math'],0.0,0.0,Linear Algebra Exercise III,,,2014-08-11T04:00:00.000Z,
2782,,,[u'Upper Secondary'],Text,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'845ca5617e959d8a09839f5ccad3e02e']",1820,,ad4a11e1934d315d2a42de18d00d754f,5-da646e909e3413910d21e410a5d6dbf7,admin,2014-06-30T04:00:00.000Z,,"Keats, John, 1795-1821",,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,Poetry of John Keats,,,2014-06-30T04:00:00.000Z,
2783,,,[u'Upper Primary'],Text,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'ShapeAndVolumeOfMatter-ActivitySheet.pdf': {u'stub': True, u'length': 655440, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-F525fi6ini/8fHIIFhwdRg=='}}",adcbc6f70d2aeba4843216f1c72ca978,4-0d6adba29e2928ec1a873b64f7ed17c3,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Science'],0.0,0.0,Shape and Volume of Matter - Activity Sheet,,,2014-08-07T04:00:00.000Z,
2784,,,[u'Upper Primary'],Video,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'TheHumanBody.flv': {u'stub': True, u'length': 41614315, u'content_type': u'video/flv', u'revpos': 2, u'digest': u'md5-fw6gh3BUns8m4XU2ep9ZZg=='}}",adcbc6f70d2aeba4843216f1c76f9869,2-bc0aaf6ad86a0d2c51dc8446748c960f,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,Flow Video Player,,,,[u'Science'],0.0,0.0,The Human Body,,,2014-08-07T04:00:00.000Z,
